id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
242,Dörtlükler (Rubailer),https://www.antoloji.com/dortlukler-rubailer-siiri/?siralama=p,"Bir duygu mu var böyle derin, böyle geniş 

Sevmek bir ölüş, belki tekrar diriliş 

Bitmez kederim, bil ki tükenmez derdim 

Aç kalbimi öğren, seni sevmek ne imiş! 
Seven kaybeder miydi arayıp bulmasaydı

Yeni güller açmazdı o güller solmasaydı

Hiç çekilmez olurdu yaşadığımız dünya

Aşkın bittiği yerde unutmak olmasaydı.
Bir gün zaman kayar ellerinden tutamazsın

Sel gibi akan yaşlarını kurutamazsın

Öylesine bendesin ve öylesine sendeyim ki

Unutmak istesen de artık unutamazsın
Herkes gibi bir gün dürülür defterimiz

Ergeç çürüyüp toprak olur her yerimiz

Kinler durulur, anlaşılır gerçekler

Söyler, o zaman her şeyi dörtlüklerimiz
Bir gün kader çağırır, gelmem diyemezsin 

Ecel isterse eğer, ölmem diyemezsin 

O kadar sevildin ki Tanrılar misali

Artık, aşkı tatmadım, bilmem diyemezsin.
Bir duygu mu var böyle derin, böyle geniş 

Sevmek bir ölüş, belki tekrar diriliş 

Bitmez kederim, bil ki tükenmez derdim 

Aç kalbimi öğren, seni sevmek ne imiş!

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.7.2001 15:07:00",,Rubailer,1972.0,Olgunluk Dönemi (1963–1972),149
243,Karanlık Deniz,https://www.antoloji.com/karanlik-deniz-siiri/,"Şimdi seni düşünüyorum, biliyorsun

Aklıma ellerin geliyor önce

Yağmurlu birgün hatırlıyorum

Islanmış bir serçe kuşu hatırlıyorum

Durup durup ölümü hatırlıyorum

Alnıma bir ışık vuruyor karanlıkta

Sonra alabildiğine bir sessizlik başlıyor

Alabildiğine bir deniz

Alabildiğine kum

İçim ürpertilerle dolu

Karanlık denizlerin ortasında

Seni düşünüyorum
Hani denizin insanı deli eden maviliği

Nerde o güneş parıltıları nerde

Göremiyorum ama duyuyorum

Yaklaşan fırtına sen olmalısın

Bu rüzgar senin hayallerin olmalı

Senin ümitlerin

Senin arzuların olmalı

Bütün karanlıklara razıyım

Yalnız uzaklarda, çok uzaklarda

Bir gemici feneri yanmalı
Bu korkunç ağırlıkları kim koydu başıma

Bu marşandiz trenleri nereye gidiyor

Ben bir katran deniziyim artık

Dalgalarım iri kayaları döver durur

Bütün yaratıklar derinliklerimde kapkara

Ne bir seven var beni

Ne bir anlayan bulunur
İçimde çalkalanan bir dünya

Kulaklarımda karanlığın uğultusu

Ve gözbebeklerimde korkuların en büyüğü

Bir büyük dünyada yalnız kalmak korkusu

Ölürsem korkudan öleceğim
Düşen yıldızlar gibi

Batan gemiler gibi yalnızlığım

Sisli şafaklar doğar ufkumdan

Kör bıçaklar bilenir düşlerimde her gece

Kirli bir güneş kahreder dalgalarımı

Bir çamur yığını sıvanır yüzüme

Gitgide artar yalnızlığım

Sonra duyarım iliklerimde sabahın olduğunu

Bir yosun parçası kımıldanır, gerinir

Bittiği yerde başlar yalnızlığım
Pusulalar işlemiyor artık

Yıldızlar yol göstermiyor

Rüzgar bile ihanet etti bize

Bir saçların vardı deli divane olduğumuz

Bir saçların vardı

Bir saçların vardı

Alnına düşerdi akşamları

Hiç değilse yaşadığımızı bilirdik hayal meyal

Nefes aldığımızı

İnsan olduğumuzu bilirdik

Saçların bizi kurtarırdı düştüğümüz girdaplardan

Bizi bir derinlerden yeryüzüne çıkarırdı

Her telinde mevsimleri seyrettiğimiz

Varlığını en büyük mutluluk bildiğimiz

Bir saçların vardı

Bir saçların vardı deli divane olduğumuz
Şimdi bütün gün üstüme yağmur yağıyor

Bütün gece kar

Yalnızlığın tam ortasındayım artık

Yalnızlık kadar
Bilsen nasıl üşüyorum

Al şu ellerimi ısıt biraz

Ya da al götür bu soğukları

Bu yağmurları

Görmüyor musun beni öldürecekler artık

Beni öldürecekeler diyorum sana

Geçmiş gelecek bütün yıllarım

Bütün umutlarım senin olsun al

Beni bu karanlık denizlerde bırakma

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.2.2001 23:53:00",,,,Belirsiz,308
244,Karanlık Deniz,https://www.antoloji.com/karanlik-deniz-siiri/?siralama=p,"Şimdi seni düşünüyorum, biliyorsun

Aklıma ellerin geliyor önce

Yağmurlu birgün hatırlıyorum

Islanmış bir serçe kuşu hatırlıyorum

Durup durup ölümü hatırlıyorum

Alnıma bir ışık vuruyor karanlıkta

Sonra alabildiğine bir sessizlik başlıyor

Alabildiğine bir deniz

Alabildiğine kum

İçim ürpertilerle dolu

Karanlık denizlerin ortasında

Seni düşünüyorum
Hani denizin insanı deli eden maviliği

Nerde o güneş parıltıları nerde

Göremiyorum ama duyuyorum

Yaklaşan fırtına sen olmalısın

Bu rüzgar senin hayallerin olmalı

Senin ümitlerin

Senin arzuların olmalı

Bütün karanlıklara razıyım

Yalnız uzaklarda, çok uzaklarda

Bir gemici feneri yanmalı
Bu korkunç ağırlıkları kim koydu başıma

Bu marşandiz trenleri nereye gidiyor

Ben bir katran deniziyim artık

Dalgalarım iri kayaları döver durur

Bütün yaratıklar derinliklerimde kapkara

Ne bir seven var beni

Ne bir anlayan bulunur
İçimde çalkalanan bir dünya

Kulaklarımda karanlığın uğultusu

Ve gözbebeklerimde korkuların en büyüğü

Bir büyük dünyada yalnız kalmak korkusu

Ölürsem korkudan öleceğim
Düşen yıldızlar gibi

Batan gemiler gibi yalnızlığım

Sisli şafaklar doğar ufkumdan

Kör bıçaklar bilenir düşlerimde her gece

Kirli bir güneş kahreder dalgalarımı

Bir çamur yığını sıvanır yüzüme

Gitgide artar yalnızlığım

Sonra duyarım iliklerimde sabahın olduğunu

Bir yosun parçası kımıldanır, gerinir

Bittiği yerde başlar yalnızlığım
Pusulalar işlemiyor artık

Yıldızlar yol göstermiyor

Rüzgar bile ihanet etti bize

Bir saçların vardı deli divane olduğumuz

Bir saçların vardı

Bir saçların vardı

Alnına düşerdi akşamları

Hiç değilse yaşadığımızı bilirdik hayal meyal

Nefes aldığımızı

İnsan olduğumuzu bilirdik

Saçların bizi kurtarırdı düştüğümüz girdaplardan

Bizi bir derinlerden yeryüzüne çıkarırdı

Her telinde mevsimleri seyrettiğimiz

Varlığını en büyük mutluluk bildiğimiz

Bir saçların vardı

Bir saçların vardı deli divane olduğumuz
Şimdi bütün gün üstüme yağmur yağıyor

Bütün gece kar

Yalnızlığın tam ortasındayım artık

Yalnızlık kadar
Bilsen nasıl üşüyorum

Al şu ellerimi ısıt biraz

Ya da al götür bu soğukları

Bu yağmurları

Görmüyor musun beni öldürecekler artık

Beni öldürecekeler diyorum sana

Geçmiş gelecek bütün yıllarım

Bütün umutlarım senin olsun al

Beni bu karanlık denizlerde bırakma

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.2.2001 23:53:00",,,,Belirsiz,308
245,Ayrılık Saatleri,https://www.antoloji.com/ayrilik-saatleri-siiri/,"Ayrılık saatlerinde perişan

Öpüşmelerde uzattığımız alabildiğine

Yaşlı gözlerden kalbin derinliğine

Bakışlarındı bir ışık halinde uzanan
Tapardım o saatlerde güzelliğine

Sevgiden, mestolmuş, özlemli, hayran

Bütün yüreğinle işte o zaman

Bir daha inanırdım sevildiğine
Son köşeyi dönmek istemezdi ayakların

O an bir hüzün çemberiyle sarılırdı

Saçların, gözlerin, dudakların
Büyürdü gitgide gölgesi uzakların

İçimde bir tel kopar, bir ayna kırılırdı

Ve bana bir ölüm gibi sessizliğin kalırdı

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.10.2001 03:11:00",,,,Belirsiz,72
246,Ayrılık Saatleri,https://www.antoloji.com/ayrilik-saatleri-siiri/?siralama=p,"Ayrılık saatlerinde perişan

Öpüşmelerde uzattığımız alabildiğine

Yaşlı gözlerden kalbin derinliğine

Bakışlarındı bir ışık halinde uzanan
Tapardım o saatlerde güzelliğine

Sevgiden, mestolmuş, özlemli, hayran

Bütün yüreğinle işte o zaman

Bir daha inanırdım sevildiğine
Son köşeyi dönmek istemezdi ayakların

O an bir hüzün çemberiyle sarılırdı

Saçların, gözlerin, dudakların
Büyürdü gitgide gölgesi uzakların

İçimde bir tel kopar, bir ayna kırılırdı

Ve bana bir ölüm gibi sessizliğin kalırdı

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.10.2001 03:11:00",,,,Belirsiz,72
247,İnan,https://www.antoloji.com/inan-3-siiri/,"Yaşadığımız dünyada herşey yalan değil

Şu milyonlarca insanın hepsi de yalancı değil

Seven insan inanmak ister,inanılmak ister

Bir gün aldanmak bile o kadar acı değil
İnanmışların güller açar kalbinde her zaman

Bütün korkuları avuçlarından akıp gider

Bir güneş doğar ufkunda pırıl pırıl sıcak

İnanmak biraz da varolmağa benzer
Bırak,o sevemiyenler inanmasın aşka

Birlikte mutlulukları yudum yudum içmek var

Gel,biz ona gidelim o bizden uzaksa
Şüpheleri,yalanları atalım içimizden

Gel,seninle bir yola çıkalım yarın,şafakla

Kimsenin varmadığı bir yere varalım inanmakla

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.4.2001 20:57:00",,,,Belirsiz,86
248,İnan,https://www.antoloji.com/inan-3-siiri/?siralama=p,"Yaşadığımız dünyada herşey yalan değil

Şu milyonlarca insanın hepsi de yalancı değil

Seven insan inanmak ister,inanılmak ister

Bir gün aldanmak bile o kadar acı değil
İnanmışların güller açar kalbinde her zaman

Bütün korkuları avuçlarından akıp gider

Bir güneş doğar ufkunda pırıl pırıl sıcak

İnanmak biraz da varolmağa benzer
Bırak,o sevemiyenler inanmasın aşka

Birlikte mutlulukları yudum yudum içmek var

Gel,biz ona gidelim o bizden uzaksa
Şüpheleri,yalanları atalım içimizden

Gel,seninle bir yola çıkalım yarın,şafakla

Kimsenin varmadığı bir yere varalım inanmakla

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.4.2001 20:57:00",,,,Belirsiz,86
249,Pişmanlık,https://www.antoloji.com/pismanlik-3-siiri/,"Beni seveceksen

İyi sev

Pişman et dünyaya geldiğime

Sevmeyeceksen

Zaten pişmanım demektir

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 19.9.2000 12:02:00",,,,Belirsiz,20
250,Pişmanlık,https://www.antoloji.com/pismanlik-3-siiri/?siralama=p,"Beni seveceksen

İyi sev

Pişman et dünyaya geldiğime

Sevmeyeceksen

Zaten pişmanım demektir

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 19.9.2000 12:02:00",,,,Belirsiz,20
251,Üzgün Değilim,https://www.antoloji.com/uzgun-degilim-siiri/,"Üzgün değilim kanmayı öğrendimse

Senden seni kıskanmayı öğrendimse

Gelsin beni çepeçevre kuşatsın o ateş

Yüz yıl yanarım yanmayı öğrendimse.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 14.9.2000 11:58:00",,,,Belirsiz,27
252,Üzgün Değilim,https://www.antoloji.com/uzgun-degilim-siiri/?siralama=p,"Üzgün değilim kanmayı öğrendimse

Senden seni kıskanmayı öğrendimse

Gelsin beni çepeçevre kuşatsın o ateş

Yüz yıl yanarım yanmayı öğrendimse.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 14.9.2000 11:58:00",,,,Belirsiz,27
253,İstanbul Yoktu Sen Olmasaydın,https://www.antoloji.com/istanbul-yoktu-sen-olmasaydin-siiri/,"Ben nice İstanbul’lular gördüm sana gelinceye kadar 

Kirli paçavralara benzerdi insanları 

Dostluktan, vefadan yoksun. 

Bölünmüş, dağılmış, parçalanmış 

Ve herbiri kendi ağırlığıyla ezilmiş,  yorgun. 

Yüzümde dolaşan birer iğrenç böcekti gözleri 

Bir tutsam 

Yapışır kalırdı ellerime en çirkin yerleri 

Evlerinde bulduğum yalnızlık 

Sokaklarında bulduğum upuzun bir kahırdı. 

Günler boyunca 

Bir başka karanlık gelirdi 

Karanlığın biri kaybolunca 

Güneşler doğardı görmezdim. 

Bir ses durmadan ölüme çağırırdı beni 

Bilmezdim bu şehirde senin yaşadığını. 

Bilmezdim... 
Zindandı bütün meyhaneler 

Duvarlar karaydı 

Köhne bir bizans eskisiydi İstanbul sensiz. 

Semt semt bir ağır yorgunluktu 

Sürekli bir aldanıştı sokak sokak 

Benden en uzak sevgilerde yaşadım yıllarca 

O büyük yalanlarda yaşadım. 

Senden habersiz  bir ölü gibi 

Senden uzak zamanlarda yaşadım. 
Mabetler yıkıldı içimde 

Umutlar hayaller yıkıldı 

Bir gün bütün İstanbul yıkıldı. 

Sokaklar kaydı ayaklarımın altında 

Gün oldu kalabalık meydanlarında inançlarım yıkıldı 

Gün oldu 

Gözlerime çiviler çakıldı merhametsiz. 

Toz toz oldum, duman duman oldum 

Aldığını geri vermedi yıllar 

Yitirdim kendimi bu rezil şehirde 

Seni buluncaya kadar. 
Eskiden bir lale hatırlardım 

Yada mavi mavi bir deniz İstanbul denince 

Serin rüzgarlar okşardı saçlarımı 

Rıhtımlar balık balık kokardı. 

Ne zaman 

Yumsam gözlerimi bir gemi kalkardı. 

Vapur düdükleri durmadan öterdi. 

Eskiden bir İstanbul vardı bilmediğim 

Bana yeterdi. 
Sonra kaç yıl yaralı bir hayvan gibi 

Gezdim sokaklarında 

Sonra kaç yıl bir sevgi aradım 

İstanbul’u aradım. 

Belki de seni aradım bilmeden 

Ayaklarımın dibinde denizler can çekişti 

Şehirler parçalandı 

Bir çağ öldü gözlerimin önünde 

Benim en güzel çağım öldü. 

Bizi topraktan yarattılar 

Gel gör ki... 

Bu şehirde 

Benim toprağım öldü. 
Seni aradım bu şehirde yıllarca 

Yana yakıla seni.. 

Sen kimdin, sen neredeydin kimbilir. 

Hep böyle sensizmiydi bu şehir. 

Bu şehir İstanbul’muydu ? 

Öyleyse sensiz yaşanmazdı bu şehirde 

Gemiler demir almazdı 

Trenler işlemezdi 

Sen olmasaydın 

Bir ömür bitip 

Yepyeni bir ömür başlamazdı içimde 

Bahar gelmezdi 

Ağaçlar çiçek açmazdı 

Seni bulmasaydım 

Ve ben yoktum 

İstanbul yoktu 

Sen olmasaydın.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:25:00",,,,Belirsiz,305
254,İstanbul Yoktu Sen Olmasaydın,https://www.antoloji.com/istanbul-yoktu-sen-olmasaydin-siiri/?siralama=p,"Ben nice İstanbul’lular gördüm sana gelinceye kadar 

Kirli paçavralara benzerdi insanları 

Dostluktan, vefadan yoksun. 

Bölünmüş, dağılmış, parçalanmış 

Ve herbiri kendi ağırlığıyla ezilmiş,  yorgun. 

Yüzümde dolaşan birer iğrenç böcekti gözleri 

Bir tutsam 

Yapışır kalırdı ellerime en çirkin yerleri 

Evlerinde bulduğum yalnızlık 

Sokaklarında bulduğum upuzun bir kahırdı. 

Günler boyunca 

Bir başka karanlık gelirdi 

Karanlığın biri kaybolunca 

Güneşler doğardı görmezdim. 

Bir ses durmadan ölüme çağırırdı beni 

Bilmezdim bu şehirde senin yaşadığını. 

Bilmezdim... 
Zindandı bütün meyhaneler 

Duvarlar karaydı 

Köhne bir bizans eskisiydi İstanbul sensiz. 

Semt semt bir ağır yorgunluktu 

Sürekli bir aldanıştı sokak sokak 

Benden en uzak sevgilerde yaşadım yıllarca 

O büyük yalanlarda yaşadım. 

Senden habersiz  bir ölü gibi 

Senden uzak zamanlarda yaşadım. 
Mabetler yıkıldı içimde 

Umutlar hayaller yıkıldı 

Bir gün bütün İstanbul yıkıldı. 

Sokaklar kaydı ayaklarımın altında 

Gün oldu kalabalık meydanlarında inançlarım yıkıldı 

Gün oldu 

Gözlerime çiviler çakıldı merhametsiz. 

Toz toz oldum, duman duman oldum 

Aldığını geri vermedi yıllar 

Yitirdim kendimi bu rezil şehirde 

Seni buluncaya kadar. 
Eskiden bir lale hatırlardım 

Yada mavi mavi bir deniz İstanbul denince 

Serin rüzgarlar okşardı saçlarımı 

Rıhtımlar balık balık kokardı. 

Ne zaman 

Yumsam gözlerimi bir gemi kalkardı. 

Vapur düdükleri durmadan öterdi. 

Eskiden bir İstanbul vardı bilmediğim 

Bana yeterdi. 
Sonra kaç yıl yaralı bir hayvan gibi 

Gezdim sokaklarında 

Sonra kaç yıl bir sevgi aradım 

İstanbul’u aradım. 

Belki de seni aradım bilmeden 

Ayaklarımın dibinde denizler can çekişti 

Şehirler parçalandı 

Bir çağ öldü gözlerimin önünde 

Benim en güzel çağım öldü. 

Bizi topraktan yarattılar 

Gel gör ki... 

Bu şehirde 

Benim toprağım öldü. 
Seni aradım bu şehirde yıllarca 

Yana yakıla seni.. 

Sen kimdin, sen neredeydin kimbilir. 

Hep böyle sensizmiydi bu şehir. 

Bu şehir İstanbul’muydu ? 

Öyleyse sensiz yaşanmazdı bu şehirde 

Gemiler demir almazdı 

Trenler işlemezdi 

Sen olmasaydın 

Bir ömür bitip 

Yepyeni bir ömür başlamazdı içimde 

Bahar gelmezdi 

Ağaçlar çiçek açmazdı 

Seni bulmasaydım 

Ve ben yoktum 

İstanbul yoktu 

Sen olmasaydın.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:25:00",,,,Belirsiz,305
255,Sevgimin Yüceliğini Bilesin İstiyorum,https://www.antoloji.com/sevgimin-yuceligini-bilesin-istiyorum-siiri/,"Her gün başka oyunlar oynanıyor yeryüzünde

Yıllardır afişte kalan bizim oyunumuz

Sen bütün güzelliğinle her gece sahnedesin

Dekor durmadan değişiyor

Ama hep aynı müzik

Grieg'in o ünlü konçertosu

Denizin açılıp açılıp vurması kıyılara

Suyun damlaması mermere ağır ağır

Rüzgarların esmesi dağ başında

Kuyuya düşen bir taşın yankısı

Ya da

Bir mum alevinin o tiz sesi

Hep kulaklarımda

Seni görebildiğim kadar duyuyorum

Haydi oyna, haydi konuş

Bu oyunun tek seyircisi benim

Avuçlarım kanayıncaya kadar seni alkışlıyorum
Her parmağına bir övgü yazsam yetmez

Güzelliğini anlatmaya ömrüm kafi değil

Sen aynaya bakınca bir başkasını görürsün

Belki biraz sana benzeyen

Belki yer yer seni hatırlatan birisini görürsün

Sana bakarak bir başka kadın boyanır

Bir başka kadın tarar saçlarını karşında

Sen güldükçe güler

Ağlar sen ağladıkça, aldatır seni

Oysa ki benim bütün aynalarımda sen varsın

Güzelliğini yalnız ben görebilirim dünyada

Yalnız ben bilirim gözlerinin rengini

Yalnız ben

Ve seni yaratan Tanrıya inat

Her sabah seni ben yaratırım yeniden
Benden yapamayacağım bir şey iste

Yapamayacağım sandığın bir şey

Hani masallarda Kaf Dağı'nın ardında bir dev vardır

Dilersen onun gözlerini çıkarıp getireyim sana

Hani aşılmaz dağlar, denizler vardır

Sen istersen aşılır

Gücüm oynatır dünyayı yerinden

İste

Kutuplardan sana kar getireyim

Dilersen Gobi Çölü'nden bir avuç kum

Düşün düşün de söyle bana

Sevgimin yüceliğini bilesin istiyorum

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.12.2001 04:15:00",,,,Belirsiz,216
256,Sevgimin Yüceliğini Bilesin İstiyorum,https://www.antoloji.com/sevgimin-yuceligini-bilesin-istiyorum-siiri/?siralama=p,"Her gün başka oyunlar oynanıyor yeryüzünde

Yıllardır afişte kalan bizim oyunumuz

Sen bütün güzelliğinle her gece sahnedesin

Dekor durmadan değişiyor

Ama hep aynı müzik

Grieg'in o ünlü konçertosu

Denizin açılıp açılıp vurması kıyılara

Suyun damlaması mermere ağır ağır

Rüzgarların esmesi dağ başında

Kuyuya düşen bir taşın yankısı

Ya da

Bir mum alevinin o tiz sesi

Hep kulaklarımda

Seni görebildiğim kadar duyuyorum

Haydi oyna, haydi konuş

Bu oyunun tek seyircisi benim

Avuçlarım kanayıncaya kadar seni alkışlıyorum
Her parmağına bir övgü yazsam yetmez

Güzelliğini anlatmaya ömrüm kafi değil

Sen aynaya bakınca bir başkasını görürsün

Belki biraz sana benzeyen

Belki yer yer seni hatırlatan birisini görürsün

Sana bakarak bir başka kadın boyanır

Bir başka kadın tarar saçlarını karşında

Sen güldükçe güler

Ağlar sen ağladıkça, aldatır seni

Oysa ki benim bütün aynalarımda sen varsın

Güzelliğini yalnız ben görebilirim dünyada

Yalnız ben bilirim gözlerinin rengini

Yalnız ben

Ve seni yaratan Tanrıya inat

Her sabah seni ben yaratırım yeniden
Benden yapamayacağım bir şey iste

Yapamayacağım sandığın bir şey

Hani masallarda Kaf Dağı'nın ardında bir dev vardır

Dilersen onun gözlerini çıkarıp getireyim sana

Hani aşılmaz dağlar, denizler vardır

Sen istersen aşılır

Gücüm oynatır dünyayı yerinden

İste

Kutuplardan sana kar getireyim

Dilersen Gobi Çölü'nden bir avuç kum

Düşün düşün de söyle bana

Sevgimin yüceliğini bilesin istiyorum

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.12.2001 04:15:00",,,,Belirsiz,216
