id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
215,ben-sensiz-yasayamam,https://www.antoloji.com/ben-sensiz-yasayamam-siiri/,"Bırakma beni sevdiğim

Gidişine dayanamam

Hasret gözyaşlarımla

Kendimi avutamam

Dönerim dersin ama

Kadere inanmam

Bıraktığın anılarınla

Ben sensiz yaşayamam...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:14:00",,,,Belirsiz,27
216,ben-sensiz-yasayamam,https://www.antoloji.com/ben-sensiz-yasayamam-siiri/?siralama=p,"Bırakma beni sevdiğim

Gidişine dayanamam

Hasret gözyaşlarımla

Kendimi avutamam

Dönerim dersin ama

Kadere inanmam

Bıraktığın anılarınla

Ben sensiz yaşayamam...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:14:00",,,,Belirsiz,27
217,Benden Kurtulmak,https://www.antoloji.com/benden-kurtulmak-siiri/,"Size hayır dedikçe vazgeçemiyorum

Soluk soğuğa koşuyorum peşinizden

Üç öğün yediğim dudaklarınız

Zamanı içiyorum gözlerinizden
Gece oldu mu bir seviniyorum ki

Duvarlara gölgeniz düşüyor

Durmadan uzuyor boynunuz bende

Enseniz güzel ya daha güzelleşiyor
Tutup gölgenizi soyuyorum

Meydana çıkıyor güzelliğiniz

O çizgiler, o üçgenler, o yuvarlaklar

O şeyler benden gizlediğiniz
Hepsi bir bir aşikar oluyor

Siz uyurken sizden uzakta

Aynı yastığı paylaşıyoruz her gece

Ben bir yatakta, sen bir yatakta
Gördünüz mü yine kahroldunuz işte

Öpüşmekten, sevişmekten, yorulmaktan

Bari evet deyin de kurtulun

Böyle her gece benim olmaktan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2001 04:24:00",,,,Belirsiz,95
218,Benden Kurtulmak,https://www.antoloji.com/benden-kurtulmak-siiri/?siralama=p,"Size hayır dedikçe vazgeçemiyorum

Soluk soğuğa koşuyorum peşinizden

Üç öğün yediğim dudaklarınız

Zamanı içiyorum gözlerinizden
Gece oldu mu bir seviniyorum ki

Duvarlara gölgeniz düşüyor

Durmadan uzuyor boynunuz bende

Enseniz güzel ya daha güzelleşiyor
Tutup gölgenizi soyuyorum

Meydana çıkıyor güzelliğiniz

O çizgiler, o üçgenler, o yuvarlaklar

O şeyler benden gizlediğiniz
Hepsi bir bir aşikar oluyor

Siz uyurken sizden uzakta

Aynı yastığı paylaşıyoruz her gece

Ben bir yatakta, sen bir yatakta
Gördünüz mü yine kahroldunuz işte

Öpüşmekten, sevişmekten, yorulmaktan

Bari evet deyin de kurtulun

Böyle her gece benim olmaktan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2001 04:24:00",,,,Belirsiz,95
219,Çaresiz,https://www.antoloji.com/caresiz-2-siiri/,"Seni görmediğim günler bir çakır diken büyüyor gözbebeklerimde

Bir çocuk ağlaması başlıyor, kulaklarımda uzun uzun

Ellerim bir yerlere yapışıyor, kurtaramıyorum

Ya ayaklarım, o benim zavallı ayaklarım

Öyle şaşkın, öyle kararsız, öyle çaresiz ki

Seni görmediğim günler

Karanlıktayım, katran gecelerdeyim

Cehennem misali bir yerdeyim

Bir demir nasıl paslanır, bir elma nasıl çürürse

İşte öyleyim.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 24.11.2000 08:54:00",,,,Belirsiz,61
220,Çaresiz,https://www.antoloji.com/caresiz-2-siiri/?siralama=p,"Seni görmediğim günler bir çakır diken büyüyor gözbebeklerimde

Bir çocuk ağlaması başlıyor, kulaklarımda uzun uzun

Ellerim bir yerlere yapışıyor, kurtaramıyorum

Ya ayaklarım, o benim zavallı ayaklarım

Öyle şaşkın, öyle kararsız, öyle çaresiz ki

Seni görmediğim günler

Karanlıktayım, katran gecelerdeyim

Cehennem misali bir yerdeyim

Bir demir nasıl paslanır, bir elma nasıl çürürse

İşte öyleyim.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 24.11.2000 08:54:00",,,,Belirsiz,61
221,Sen Aşk Nedir Bilmezdin,https://www.antoloji.com/sen-ask-nedir-bilmezdin-siiri/,"sen aşk nedir bilmezdin

gülüp geçerdin sevgilere uzaktan

simdi geniş bir bahçedir kalbin

sevgiden, güzellikten, aşktan
simdi iri gözlerin arzu dolu

yakan, özleten bir şey ellerinin sıcaklığı

gitgide eksiliyor bakışlarında yüzün

gecen aşksız günlerin bıraktığı
bir çeşme var aramızda görüyor musun

tadılmamış hazlar serin sularda

simdi bahçende açan bir gül geceler

simdi gözlerin en güzel uykularda
boynun beyaz mi beyaz, çıldırtası, öldüresi

sacların daha parlak, daha bir kapkara

her akşam bir ay doğuyor kirpiklerinden

koşuyor ayakların şafaklardan şafaklara
artık aşk dolu söylediğin şarkılar

durmadan bir buğu yükseliyor sesinden

en çılgın sevdalara çağırıyor dudakların

heder olmuş, uzun yıllar ötesinden
içkilerin tadı değişti artık

dünya, o köhne ve eski dünya değil

sımsıcak bir ekmeği paylaşıyoruz seninle

bu bir gerçek, hayal değil, rüya değil
simdi ümitlerimiz halkaları bir zincirin

bir başka haz başlıyor biri bitti mi

bana askı sen tattırdın, sen öğrettin

oysaki sen aşk nedir bilmezdin

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:18:00",,,,Belirsiz,152
222,Sen Aşk Nedir Bilmezdin,https://www.antoloji.com/sen-ask-nedir-bilmezdin-siiri/?siralama=p,"sen aşk nedir bilmezdin

gülüp geçerdin sevgilere uzaktan

simdi geniş bir bahçedir kalbin

sevgiden, güzellikten, aşktan
simdi iri gözlerin arzu dolu

yakan, özleten bir şey ellerinin sıcaklığı

gitgide eksiliyor bakışlarında yüzün

gecen aşksız günlerin bıraktığı
bir çeşme var aramızda görüyor musun

tadılmamış hazlar serin sularda

simdi bahçende açan bir gül geceler

simdi gözlerin en güzel uykularda
boynun beyaz mi beyaz, çıldırtası, öldüresi

sacların daha parlak, daha bir kapkara

her akşam bir ay doğuyor kirpiklerinden

koşuyor ayakların şafaklardan şafaklara
artık aşk dolu söylediğin şarkılar

durmadan bir buğu yükseliyor sesinden

en çılgın sevdalara çağırıyor dudakların

heder olmuş, uzun yıllar ötesinden
içkilerin tadı değişti artık

dünya, o köhne ve eski dünya değil

sımsıcak bir ekmeği paylaşıyoruz seninle

bu bir gerçek, hayal değil, rüya değil
simdi ümitlerimiz halkaları bir zincirin

bir başka haz başlıyor biri bitti mi

bana askı sen tattırdın, sen öğrettin

oysaki sen aşk nedir bilmezdin

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:18:00",,,,Belirsiz,152
223,Yaşanmamış Hatıralar,https://www.antoloji.com/yasanmamis-hatiralar-siiri/,"I
Yaşanmamış hatıralar bilirim

Büyülü sonbahar akşamlarında

Bulutlar üstünde su kenarında

Yalnız hayal edilen hatıralar

İşte; en ürpertici nagmelerle

Bizim şarkımızı söyleyen rüzgar

Sen dudagında gülümsemelerle

Ben gözyaşlarımla, bu alemdeyim

Fakat yine bizbize, başbaşayız

Duymasan düşünmesen de; unutma

Bir daha bu anı yaşayamayız.
II
Görülmemiş manzaralar bilirim

Karda, kışta, belki de ilkbaharda

Hür denizlerde, kuytu ormanlarda

Sadece hissedilen manzaralar

Bak. Dinle, neler anlatıyor yagmur

Üşüyorum üşüyorum beni sar

Karanlık başladı, gitme ne olur

İnan degişen manzaralar degil

Kiletreler ayıramadı bizi

Fakat bir gün gelir de birleştirir

Beyaz bir güvercin kanadı bizi
III
Söylenilmemiş mısralar bilirim

Hüzün dolu yagmurlu gecelerde

Alev çalgıların sustugu yerde

Yalnız, yalnız düşünülen mısralar

Bilinmeyen şeyler huzur içinde

Bilmenin bilinmez bir korkusu var

Bak bütün rüyalarım nur içinde

Çünkü, bugün havasını kokladıgın

Denizaşırı bir diyar bilirim

Ve o diyarda seninle beraber

Yaşanmamış hatıralar bilirim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 16:02:00",,,,Belirsiz,145
224,Yaşanmamış Hatıralar,https://www.antoloji.com/yasanmamis-hatiralar-siiri/?siralama=p,"I
Yaşanmamış hatıralar bilirim

Büyülü sonbahar akşamlarında

Bulutlar üstünde su kenarında

Yalnız hayal edilen hatıralar

İşte; en ürpertici nagmelerle

Bizim şarkımızı söyleyen rüzgar

Sen dudagında gülümsemelerle

Ben gözyaşlarımla, bu alemdeyim

Fakat yine bizbize, başbaşayız

Duymasan düşünmesen de; unutma

Bir daha bu anı yaşayamayız.
II
Görülmemiş manzaralar bilirim

Karda, kışta, belki de ilkbaharda

Hür denizlerde, kuytu ormanlarda

Sadece hissedilen manzaralar

Bak. Dinle, neler anlatıyor yagmur

Üşüyorum üşüyorum beni sar

Karanlık başladı, gitme ne olur

İnan degişen manzaralar degil

Kiletreler ayıramadı bizi

Fakat bir gün gelir de birleştirir

Beyaz bir güvercin kanadı bizi
III
Söylenilmemiş mısralar bilirim

Hüzün dolu yagmurlu gecelerde

Alev çalgıların sustugu yerde

Yalnız, yalnız düşünülen mısralar

Bilinmeyen şeyler huzur içinde

Bilmenin bilinmez bir korkusu var

Bak bütün rüyalarım nur içinde

Çünkü, bugün havasını kokladıgın

Denizaşırı bir diyar bilirim

Ve o diyarda seninle beraber

Yaşanmamış hatıralar bilirim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 16:02:00",,,,Belirsiz,145
225,Son Mektup,https://www.antoloji.com/son-mektup-siiri/,"Ölürsem şaşırma

Ölebilirim

Ölürsem aglama

Yine gelirim

Ölürsem seslenme

Uyuyacagım

Ölürsem üzülme

Yaşayacagım

Ölürsem bekleme

Geri dönemem

Ölürsem ölme

Sensiz edemem

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.8.2000 15:45:00",,,,Belirsiz,29
226,Son Mektup,https://www.antoloji.com/son-mektup-siiri/?siralama=p,"Ölürsem şaşırma

Ölebilirim

Ölürsem aglama

Yine gelirim

Ölürsem seslenme

Uyuyacagım

Ölürsem üzülme

Yaşayacagım

Ölürsem bekleme

Geri dönemem

Ölürsem ölme

Sensiz edemem

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.8.2000 15:45:00",,,,Belirsiz,29
227,Esmer,https://www.antoloji.com/esmer-siiri/,"Sarkilardan cikip geldi bir esmer ansizin

Koyu renk gözleri cildirasiya hüzünlü

Bir esmer geldi pencerelerden kapilardan

Bir esmer geldi kokularla, baygin

Dökülmüs bir kadeh gibi

Kopmus bir gerdanlık gibi 

Bir esmer geldi

darmadagin
Bir esmer geldi diyorum size 

Tüy tüy

Isil isil

Kapkara saclari alnina düsmüs

Öylesine öpülesi dudaklari

Öylesine alimli

Öylesine aska cagiran

Sarkilardan masallardan romanlardan

Beste beste

Satir satir

Bir esmer geldi duman duman
Esmeri hüzzam makaminda seviyorum

Bir kemanin telleri inliyor icimde

Bir kadin ut calip sarki söylüyor

Sevdali sesiyle cok dokunakli

Esmerle gözgöze geliyoruz

Ben ürpertiler icinde tutkun, isimis

Oysa korkulu düsler icinde aglamakli
Bir sigara yakiyorum

Parmaklarimi yakiyorum

Al sana iste gördün mü

Mazot döküp denizlerinide yakiyorum Istanbul'un

Demek ki ben kundakcinin biriyim diyorum

Esmerde bir telas bir heyecan

Onun bu haline bitiyorum
Simdi hep gölgedeyim gölgede

Bir esmer gölgede

Ellerimizle gözlerimizle hüzzam yasamaktayiz

Sirtimizda kamcilar sakliyor vahsi, doru

Bir alanda simdi onunla dörtnalayiz
Ergec tamamlayacagiz birbirimizi

Bir yerde bir bütün olacagiz

Umulmadik sonlarin özlemi icimizde

Ve o biryerimizde

Burgu burgu sancisi özlemlerin

Derinlerde ta derinlerde

Ergec bir bütün olacagiz
Daha güzellesecek dizleri esmerin

Sacları daha bi kara olacak

Daha bir güzel

Daha bir hüzzam

Gitgide aydinlanacak güclenecek

Gözlerinde piriltisi pirlantalarin

Dudaklarinda sarkilarin en güzeli

Birgün geldigi gibi esmer

Sarkılarla gidecek

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 5.6.2000 16:02:00",,,,Belirsiz,214
228,Esmer,https://www.antoloji.com/esmer-siiri/?siralama=p,"Sarkilardan cikip geldi bir esmer ansizin

Koyu renk gözleri cildirasiya hüzünlü

Bir esmer geldi pencerelerden kapilardan

Bir esmer geldi kokularla, baygin

Dökülmüs bir kadeh gibi

Kopmus bir gerdanlık gibi 

Bir esmer geldi

darmadagin
Bir esmer geldi diyorum size 

Tüy tüy

Isil isil

Kapkara saclari alnina düsmüs

Öylesine öpülesi dudaklari

Öylesine alimli

Öylesine aska cagiran

Sarkilardan masallardan romanlardan

Beste beste

Satir satir

Bir esmer geldi duman duman
Esmeri hüzzam makaminda seviyorum

Bir kemanin telleri inliyor icimde

Bir kadin ut calip sarki söylüyor

Sevdali sesiyle cok dokunakli

Esmerle gözgöze geliyoruz

Ben ürpertiler icinde tutkun, isimis

Oysa korkulu düsler icinde aglamakli
Bir sigara yakiyorum

Parmaklarimi yakiyorum

Al sana iste gördün mü

Mazot döküp denizlerinide yakiyorum Istanbul'un

Demek ki ben kundakcinin biriyim diyorum

Esmerde bir telas bir heyecan

Onun bu haline bitiyorum
Simdi hep gölgedeyim gölgede

Bir esmer gölgede

Ellerimizle gözlerimizle hüzzam yasamaktayiz

Sirtimizda kamcilar sakliyor vahsi, doru

Bir alanda simdi onunla dörtnalayiz
Ergec tamamlayacagiz birbirimizi

Bir yerde bir bütün olacagiz

Umulmadik sonlarin özlemi icimizde

Ve o biryerimizde

Burgu burgu sancisi özlemlerin

Derinlerde ta derinlerde

Ergec bir bütün olacagiz
Daha güzellesecek dizleri esmerin

Sacları daha bi kara olacak

Daha bir güzel

Daha bir hüzzam

Gitgide aydinlanacak güclenecek

Gözlerinde piriltisi pirlantalarin

Dudaklarinda sarkilarin en güzeli

Birgün geldigi gibi esmer

Sarkılarla gidecek

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 5.6.2000 16:02:00",,,,Belirsiz,214
229,Ahmet Muhip Dranas,https://www.antoloji.com/ahmet-muhip-dranas-siiri/,"Susadık şiire ey koca şair

'Yeşil pencereden bir gül at bize'

'Beyaz dokusunda o saf rüyanın'

Yeni ufuklar aç hayalimize
Al eline, yuğur kelimeleri

Ona en ölümsüz güzelliğini ver

Büyülesin bizi daha yıllarca

'Lavanta çiçeği kokan kederler'
Üstümüze yağan karlardan başka

Ne kaldı yaşamak maceramızdan

Yıllar var ki selam almadık

Bir haber ver Fahriye Abla'mızdan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:23:00",,,,Belirsiz,63
230,Ahmet Muhip Dranas,https://www.antoloji.com/ahmet-muhip-dranas-siiri/?siralama=p,"Susadık şiire ey koca şair

'Yeşil pencereden bir gül at bize'

'Beyaz dokusunda o saf rüyanın'

Yeni ufuklar aç hayalimize
Al eline, yuğur kelimeleri

Ona en ölümsüz güzelliğini ver

Büyülesin bizi daha yıllarca

'Lavanta çiçeği kokan kederler'
Üstümüze yağan karlardan başka

Ne kaldı yaşamak maceramızdan

Yıllar var ki selam almadık

Bir haber ver Fahriye Abla'mızdan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:23:00",,,,Belirsiz,63
231,Beyaz Gül,https://www.antoloji.com/beyaz-gul-3-siiri/,"seni arıyorum kalabalık caddelerde,

tanımadığım insanlar geçiyor, sen yoksun..

perişan hayallerimin basladığı yerde,

sana sesleniyorum, duyuyormusun?
beyaz güller açtı bahçelerde , sevdiğin..

ya o karanfil , baygın kokulu çiçek.

gel  yalnızlık bahçeme beyazlar giyin,

anladımki bu ömür sensiz geçmeyecek.
odamı süsleyen ellerini uzat,

hazzından dile gelsin bastığın halı..

açılsın sevincinden perdeler kat kat..

ışık ve ateş senin için yanmalı..
sonra çevir düğmesini, radyonun

sevdiğin musiki dolsun odama,

dinle şarkısını büyük koronun,

beni düşün! beni düşün aglama..
içimden bir ses diyorki sabret..

sonu gelecek bu yalnızlığın,

bütün aynalar gülecek elbet,

açılacak kapılar ansızın..
yalnız sen varsın beyaz gülüm,

 evde bahçede ve sokakta,

bir eylül akşamı gördüğüm ,

o beyaz hayalsin uzakta..
yakınsın yalnızlık kadar,

uzaksın yakınmış gibi,

sensiz yasadıgım yıllar

bu kadar güzel değildi.
yeter.. gel artık yeter..

karanfiller açtı gel!!

kış bahçesinde , güller

beyaz güller açtı gel..

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.5.2001 20:14:00",,,,Belirsiz,146
232,Beyaz Gül,https://www.antoloji.com/beyaz-gul-3-siiri/?siralama=p,"seni arıyorum kalabalık caddelerde,

tanımadığım insanlar geçiyor, sen yoksun..

perişan hayallerimin basladığı yerde,

sana sesleniyorum, duyuyormusun?
beyaz güller açtı bahçelerde , sevdiğin..

ya o karanfil , baygın kokulu çiçek.

gel  yalnızlık bahçeme beyazlar giyin,

anladımki bu ömür sensiz geçmeyecek.
odamı süsleyen ellerini uzat,

hazzından dile gelsin bastığın halı..

açılsın sevincinden perdeler kat kat..

ışık ve ateş senin için yanmalı..
sonra çevir düğmesini, radyonun

sevdiğin musiki dolsun odama,

dinle şarkısını büyük koronun,

beni düşün! beni düşün aglama..
içimden bir ses diyorki sabret..

sonu gelecek bu yalnızlığın,

bütün aynalar gülecek elbet,

açılacak kapılar ansızın..
yalnız sen varsın beyaz gülüm,

 evde bahçede ve sokakta,

bir eylül akşamı gördüğüm ,

o beyaz hayalsin uzakta..
yakınsın yalnızlık kadar,

uzaksın yakınmış gibi,

sensiz yasadıgım yıllar

bu kadar güzel değildi.
yeter.. gel artık yeter..

karanfiller açtı gel!!

kış bahçesinde , güller

beyaz güller açtı gel..

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.5.2001 20:14:00",,,,Belirsiz,146
233,Kadın Göğsü,https://www.antoloji.com/kadin-gogsu-siiri/,"Bir kadın göğsü başlarsa konuşmaya,

En güzel deniz olur;

En sakin demiyorum

Başın döner dalgasından

Nereye gittiğini unutup

İntihar etmek istersin

Baktıkça bu muhteşem denize.
Vapurdan atlayanlara selam...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 21.3.2001 22:29:00",,,,Belirsiz,36
234,Kadın Göğsü,https://www.antoloji.com/kadin-gogsu-siiri/?siralama=p,"Bir kadın göğsü başlarsa konuşmaya,

En güzel deniz olur;

En sakin demiyorum

Başın döner dalgasından

Nereye gittiğini unutup

İntihar etmek istersin

Baktıkça bu muhteşem denize.
Vapurdan atlayanlara selam...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 21.3.2001 22:29:00",,,,Belirsiz,36
235,Taş,https://www.antoloji.com/tas-3-siiri/,"Ben çakıl taşıyım küçük

Ben kaldırım taşıyım yorgun

Ben sabır taşıyım pare pare

Ve ben ah mezar taşıyım

Ne çare!

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:10:00",,Taşlar ve Başlar,1966.0,Olgunluk Dönemi (1963–1972),28
236,Taş,https://www.antoloji.com/tas-3-siiri/?siralama=p,"Ben çakıl taşıyım küçük

Ben kaldırım taşıyım yorgun

Ben sabır taşıyım pare pare

Ve ben ah mezar taşıyım

Ne çare!

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:10:00",,Taşlar ve Başlar,1966.0,Olgunluk Dönemi (1963–1972),28
237,Sen Orada Ben Burada,https://www.antoloji.com/sen-orada-ben-burada-siiri/,"Ben orada öldüm en çok orada bilmezsin

Orada zaman buruşmuş bir eski resimdi

Orada sen yoktun, gözlerin belli belirsiz

Koptum oradan, bir kırık heykelim şimdi
Bir kolum derin denizlerde tek başına

Ayaklarım çöllerde kum tepelerinde gömülü

Alıp götürür saçlarımı bir soguk rüzgar

Ben orada öldüm, en çok orada bir başka türlü
Hiç bende degilsin, burada yoksun ki

Orada var mısın, ya da ben yok muyum

Tek degiliz seninle, bütün olmadık hiç

Şimdi nerdeyiz nasılız bilmiyorum
Orada akşamlar daha çok serin

Ben bu kadar degilim, bu kadar yıkık

Sarhoşum, kederliyim, yoksulum, sensizim

Orası sisler içinde orası karanlık.
Bensiz oldugun yerde degil mi en güzelsin

Bensiz oldugun yerde şöyle şarkılarını aşkını

Bir mermeri al, yont, şekil ver ona benden

Bir günah işlercesine sessiz ve dalgın
En iyisi sen burada kal, hep burada

Ellerinle kal, dudaklarınla, gözlerinle

Tut ki bütün renkler senin mavi kırmızı

Burada her şey sen nasıl istersen öyle
Bir büyük ayna duvarlar çok büyük

Orayı düşünme hiç burada soyun

Utandır duvarları pencereleri, kapıları

İki yalnızız şimdi anlıyor musun
Var sandıgın sen sen degilsin bir başkası

Benim anlasana benim o yok dedigin

Sabahları bir serin havayım içine dolan

Benim akşamları pencerende bekledigin
Hiç bir şey bilmiyorum, sen anlıyorsun

Senin bilmediklerini anladıgım gibi

Güzel, parmaklarının degdigi bir şey

Sensizlikler içinde seninle olmak iyi
Orada bulutlar yagıyor paramparça

Orada aglayan daglardır göge en yakın

Orada sen yoksun, orada bir şey yok

Orada kan ve ölüm, orada yangın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 15:36:00",,,,Belirsiz,242
238,Sen Orada Ben Burada,https://www.antoloji.com/sen-orada-ben-burada-siiri/?siralama=p,"Ben orada öldüm en çok orada bilmezsin

Orada zaman buruşmuş bir eski resimdi

Orada sen yoktun, gözlerin belli belirsiz

Koptum oradan, bir kırık heykelim şimdi
Bir kolum derin denizlerde tek başına

Ayaklarım çöllerde kum tepelerinde gömülü

Alıp götürür saçlarımı bir soguk rüzgar

Ben orada öldüm, en çok orada bir başka türlü
Hiç bende degilsin, burada yoksun ki

Orada var mısın, ya da ben yok muyum

Tek degiliz seninle, bütün olmadık hiç

Şimdi nerdeyiz nasılız bilmiyorum
Orada akşamlar daha çok serin

Ben bu kadar degilim, bu kadar yıkık

Sarhoşum, kederliyim, yoksulum, sensizim

Orası sisler içinde orası karanlık.
Bensiz oldugun yerde degil mi en güzelsin

Bensiz oldugun yerde şöyle şarkılarını aşkını

Bir mermeri al, yont, şekil ver ona benden

Bir günah işlercesine sessiz ve dalgın
En iyisi sen burada kal, hep burada

Ellerinle kal, dudaklarınla, gözlerinle

Tut ki bütün renkler senin mavi kırmızı

Burada her şey sen nasıl istersen öyle
Bir büyük ayna duvarlar çok büyük

Orayı düşünme hiç burada soyun

Utandır duvarları pencereleri, kapıları

İki yalnızız şimdi anlıyor musun
Var sandıgın sen sen degilsin bir başkası

Benim anlasana benim o yok dedigin

Sabahları bir serin havayım içine dolan

Benim akşamları pencerende bekledigin
Hiç bir şey bilmiyorum, sen anlıyorsun

Senin bilmediklerini anladıgım gibi

Güzel, parmaklarının degdigi bir şey

Sensizlikler içinde seninle olmak iyi
Orada bulutlar yagıyor paramparça

Orada aglayan daglardır göge en yakın

Orada sen yoksun, orada bir şey yok

Orada kan ve ölüm, orada yangın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 15:36:00",,,,Belirsiz,242
239,Seni Arıyorum,https://www.antoloji.com/seni-ariyorum-siiri/,"Şimdi bir an dönerek gerilere, hani

Bir zamanlar beni ölesiye yaşatan

Ellerimi bırakıp sevecen ellerini

Çevremi sımsıcak bir sevgiyle kuşatan

Seni arıyorum
Bir deniz hıçkırıyor ta içimde, dinle

Giderek yalcın kayalar, kumlar eriyor

Simdi baş başayım bir kıyıda kendimle

Ve bende var ettiğin o ben can veriyor

Seni arıyorum
Gülerdin bir zamanlar güneş batmazdı

Baştanbaşa bir gül bahçesiydi ortalık

Renkler ya mavi, ya pembe, ya beyazdı

Oysa simdi ne yana baksam karanlık

Seni arıyorum
Varsın ama yoksun. yanımdasın, değilsin

Gözlerim boşuna deliyor geceleri

Tek seni bir kez daha görebilmek için

Daldırıp ellerimi benden içeri

Seni arıyorum
Ellerim içimde bir kan golüne batıyor

Bağırıyorum kimseler duymuyor sesimi

Dişlerim hırsla dudaklarımı kanatıyor

Ve senden uzakta verirken son nefesimi

Seni arıyorum
Bu son aldanışım, son yıkılışım olacak

Gelsen de bos artık gelmesen de, ben yokum

Yine de son bir ümit kırıntısıyla, bak

O her şeyi yitirdiğim anda bulduğum

SENI ARIYORUM.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:24:00",,,,Belirsiz,155
240,Seni Arıyorum,https://www.antoloji.com/seni-ariyorum-siiri/?siralama=p,"Şimdi bir an dönerek gerilere, hani

Bir zamanlar beni ölesiye yaşatan

Ellerimi bırakıp sevecen ellerini

Çevremi sımsıcak bir sevgiyle kuşatan

Seni arıyorum
Bir deniz hıçkırıyor ta içimde, dinle

Giderek yalcın kayalar, kumlar eriyor

Simdi baş başayım bir kıyıda kendimle

Ve bende var ettiğin o ben can veriyor

Seni arıyorum
Gülerdin bir zamanlar güneş batmazdı

Baştanbaşa bir gül bahçesiydi ortalık

Renkler ya mavi, ya pembe, ya beyazdı

Oysa simdi ne yana baksam karanlık

Seni arıyorum
Varsın ama yoksun. yanımdasın, değilsin

Gözlerim boşuna deliyor geceleri

Tek seni bir kez daha görebilmek için

Daldırıp ellerimi benden içeri

Seni arıyorum
Ellerim içimde bir kan golüne batıyor

Bağırıyorum kimseler duymuyor sesimi

Dişlerim hırsla dudaklarımı kanatıyor

Ve senden uzakta verirken son nefesimi

Seni arıyorum
Bu son aldanışım, son yıkılışım olacak

Gelsen de bos artık gelmesen de, ben yokum

Yine de son bir ümit kırıntısıyla, bak

O her şeyi yitirdiğim anda bulduğum

SENI ARIYORUM.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:24:00",,,,Belirsiz,155
241,Dörtlükler (Rubailer),https://www.antoloji.com/dortlukler-rubailer-siiri/,"Bir duygu mu var böyle derin, böyle geniş 

Sevmek bir ölüş, belki tekrar diriliş 

Bitmez kederim, bil ki tükenmez derdim 

Aç kalbimi öğren, seni sevmek ne imiş! 
Seven kaybeder miydi arayıp bulmasaydı

Yeni güller açmazdı o güller solmasaydı

Hiç çekilmez olurdu yaşadığımız dünya

Aşkın bittiği yerde unutmak olmasaydı.
Bir gün zaman kayar ellerinden tutamazsın

Sel gibi akan yaşlarını kurutamazsın

Öylesine bendesin ve öylesine sendeyim ki

Unutmak istesen de artık unutamazsın
Herkes gibi bir gün dürülür defterimiz

Ergeç çürüyüp toprak olur her yerimiz

Kinler durulur, anlaşılır gerçekler

Söyler, o zaman her şeyi dörtlüklerimiz
Bir gün kader çağırır, gelmem diyemezsin 

Ecel isterse eğer, ölmem diyemezsin 

O kadar sevildin ki Tanrılar misali

Artık, aşkı tatmadım, bilmem diyemezsin.
Bir duygu mu var böyle derin, böyle geniş 

Sevmek bir ölüş, belki tekrar diriliş 

Bitmez kederim, bil ki tükenmez derdim 

Aç kalbimi öğren, seni sevmek ne imiş!

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.7.2001 15:07:00",,Rubailer,1972.0,Olgunluk Dönemi (1963–1972),149
